StationName,NLC,Operator,EntriesStandard,EntriesReduced,EntriesSeasons,ExitsStandard,ExitsReduced,ExitsSeasons,TotalEntriesandExits
Paignton,3427,HK,25866,109005,19472,24687,108785,19472,307287
PaisleyCanal,9657,HA,41387,26981,9205,38489,26981,9205,152248
PaisleyGilSt,9683,HA,549642,439219,179810,546422,439128,179810,2334031
PaisleyStJames,9664,HA,4484,2870,1430,5303,2870,1430,18387
PalmersGreen,6021,HQ,58311,59216,211880,28347,59661,211880,629295
Pangbourne,3036,HN,29511,45972,66415,36162,49413,66415,293888
Pannal,8479,HC,24182,16899,14162,26703,16904,14162,113012
Pantyffynnon,4250,HK,608,644,0,552,637,0,2441
Par,3524,HK,15525,15184,874,16303,15229,874,63989
Parbold,2402,HD,14815,22069,3163,13826,22400,3163,79436
ParkManchester,2967,HD,0,4,0,1,4,0,9
ParkStreet,1561,HP,2564,7048,3107,2219,8954,3107,26999
ParkstoneDorset,5882,HY,16777,18317,15612,17637,18394,15612,102349
ParsonStreet,3246,HK,334,152,413,421,155,413,1888
Partick,9917,HA,312595,152003,45123,291016,152004,45123,997864
Parton,2032,HD,2092,326,621,1716,329,621,5705
Patchway,3213,HK,2015,368,854,2039,377,854,6507
Patricroft,2916,HD,3277,5107,2090,2754,5775,2090,21093
Patterton,9775,HA,20480,13205,110386,20986,13205,110386,288648
Peartree,1687,HG,1037,24,602,993,23,602,3281
PeckhamRye,5423,HW,61202,140420,346283,37497,145778,346283,1077463
Pegswood,7685,HC,694,43,253,242,43,253,1528
Pemberton,2403,HD,4954,7728,2625,3979,8057,2625,29968
Pembroke,4101,HK,2819,5352,10,2994,5375,10,16560
PembrokeDock,4102,HK,4237,7428,165,4344,7371,165,23710
Pembry&ByPort,4140,HK,8768,12354,2759,9166,12347,2759,48153
PenYBont,4254,HK,230,140,26,230,138,26,790
Penally,4129,HK,710,720,210,621,727,210,3198
Penarth,3863,HL,44959,84392,36372,49064,84387,36372,335546
Pencoed,3851,HK,20710,41035,9019,22554,41043,9019,143380
Pengam,4021,HL,12223,30423,12739,12013,30422,12739,110559
PengeEast,5072,HU,50213,104702,182652,18134,94828,182652,633181
PengeWest,5378,HW,16894,24817,30871,18646,50366,30871,172465
Penhelig,4335,HG,1269,1476,145,1296,1520,145,5851
Penistone,6634,HC,14222,28232,2885,14875,27666,2885,90765
Penkridge,1195,HG,14019,4372,2718,14967,4419,2718,43213
Penmaenmawr,2494,HD,1387,2768,795,1573,2821,795,10139
Penmere,3499,HK,15330,11533,211,14960,11525,211,53770
Penrhiwceiber,3992,HL,2769,8439,1359,3131,8442,1359,25499
Penrhyndeudraeth,4473,HG,1863,3369,19001,1854,3397,19001,48485
Penrith,2102,HF,28354,68822,4091,29230,68476,4091,203064
PenrynCornwall,3525,HK,11356,7733,220,11208,7727,220,38464
Pensarn,4463,HG,247,528,0,280,542,0,1597
Penshurst,5477,HW,1735,6216,6284,1740,7595,6284,29854
PentreBach,3944,HL,1782,3304,519,1972,3307,519,11403
Penychain,4409,HG,1934,2598,77,2731,2531,77,9948
Penyffordd,2433,HD,6240,1005,180,7124,1004,180,15733
Penzance,3526,HK,47030,139462,1780,43481,138810,1780,372343
Perranwell,3528,HK,3060,1551,248,3602,1552,248,10261
PerryBarr,1128,HG,28625,45024,1187,32055,44768,1187,152846
Pershore,4887,HN,5548,10562,4301,5368,12047,4301,42127
Perth,8805,HA,54637,132092,41821,56993,132006,41821,459370
Peterborough,6133,HB,211373,682166,382707,208493,679842,382707,2547288
Petersfield,5657,HY,65621,159336,201221,60485,166554,201221,854438
PettsWood,5123,HU,106090,152439,478938,72034,170916,478938,1459355
Pevensey&W,5461,HW,9610,23725,11205,10724,24374,11205,90843
PevenseyBay,5462,HW,184,303,367,180,380,367,1781
Pewsey,3062,HJ,8219,16152,19983,9251,16074,19983,89662
Pilning,3214,HK,5,17,0,8,18,0,48
Pinhoe,5757,HY,1339,563,1074,1254,539,1074,5843
Pitlochry,8801,HA,8088,16672,297,8190,16669,297,50213
Pitsea,7452,HT,82659,95251,269127,67306,99449,269127,882919
Pleasington,2752,HD,2316,1712,493,2847,1735,493,9596
Plockton,8670,HA,2616,1116,0,2554,1120,0,7406
Pluckley,5225,HU,3581,8827,32397,2896,11280,32397,91378
Plumley,2308,HD,2747,4777,303,3268,4807,303,16205
Plumpton,5332,HW,1697,5065,20007,1485,7186,20007,55447
Plumstead,5208,HU,43853,65657,164521,18424,73446,164521,530422
Plymouth,3580,HJ,182697,430692,35640,180415,429614,35640,1294698
Pokesdown,5885,HY,26350,48652,38373,26399,49525,38373,227672
Polegate,5455,HW,25358,147673,83537,20138,155265,83537,515508
Polesworth,1078,HG,944,532,162,956,549,162,3305
PollokshawsE,9820,HA,37710,20179,12440,44746,20179,12440,147694
PollokshawsW,9804,HA,13834,13192,3640,16881,13193,3640,64380
PollokshieldsE,9821,HA,27484,23050,13566,34604,23050,13566,135320
PollokshieldsW,9623,HA,31617,17616,17693,35143,17616,17693,137378
Polmont,9936,HA,51031,50037,70159,54912,50036,74849,351024
PolsloeBridge,3422,HK,5441,9904,1313,5005,9907,1313,32883
PondersEnd,6819,HQ,12012,8161,17838,9578,8229,17838,73656
PontYPant,2459,HD,1453,143,0,2082,160,0,3838
Pontarddulais,4251,HK,453,395,0,424,405,0,1677
PontefractBaghl,8540,HC,19,63,0,32,77,0,191
PontefractMnkhl,8548,HC,17529,12744,511,19553,12961,511,63809
PontefractTranshelf,8541,HC,7560,4684,0,6667,4591,0,23502
Pontlottyn,4023,HL,3627,11382,2999,2823,11386,2999,35216
Pontyclun,3850,HK,14254,18175,5102,14503,18190,5102,75326
Pontypool,3744,HK,6502,6830,4272,7266,6860,4272,36002
Pontypridd,3904,HL,72455,174891,44676,69064,174967,44676,580729
Poole,5883,HY,97841,294891,88023,96033,291673,88023,956484
Poppleton,8254,HC,8748,6222,13719,8659,6221,13719,57288
PortGlasgow,9667,HA,66595,66971,18295,67248,66974,18295,304378
PortSunlight,2198,HE,35097,50617,4128,35797,49512,4128,179279
PortTalbotPwy,4181,HJ,41082,78248,12578,42558,78094,12578,265138
Portchester,5928,HY,26399,38684,23585,27045,42339,23585,181637
Porth,3870,HL,23033,57780,17427,24545,57788,17427,198000
Porthmadog,4313,HG,7978,13706,14101,8656,13114,14101,71656
Portlethen,8860,HA,2368,409,1045,2436,409,1045,7712
Portslade,5276,HW,37553,87189,89053,36892,87040,89053,426780
Portsmouth&S,5537,HY,212883,700698,210253,230105,730649,210253,2294841
PortsmouthArms,5829,HK,149,74,199,138,79,199,838
PortsmouthHbr,5540,HY,68591,136246,30314,54346,108149,30314,427960
PossilparkandParkho,9958,HA,6011,3779,1340,6963,3779,3238,25110
PottersBar,6022,HQ,174001,173175,304253,156419,173245,304253,1285346
PoultonLeFylde,2671,HD,40174,67430,16941,39241,67345,16941,248072
Poynton,2874,HD,29512,39324,11841,29949,39469,11841,161936
Prees,1346,HK,1022,850,385,1011,866,385,4519
Prescot,2337,HD,16793,23796,563,15480,23317,563,80512
Prestatyn,2521,HD,28963,91372,13136,32109,91429,13136,270145
Prestbury,2875,HD,8154,7715,4418,9555,7740,4418,42000
PrestonLancs,2753,HF,469542,753099,156781,451938,752741,156781,2740882
PrestonPark,5285,HW,25316,65070,90688,20804,66252,90688,358818
Prestonpans,9366,HA,15884,7842,10421,18943,7842,10421,71353
Prestwich,2884,MM,5,3,0,6,3,0,17
PrestwickInternation,9544,HA,7623,17613,1664,16651,17663,1664,62878
PrestwickSclyde,9543,HA,59280,43749,23203,58462,43771,23203,251668
Priesthill&Dar,9808,HA,4575,3751,1238,6323,3752,1238,20877
PrincesRisboro,3055,HO,40525,76166,73469,38923,76321,73469,378873
Prittlewell,7419,HR,7447,24723,62978,8766,26837,62978,193729
Prudhoe,7509,HC,26436,12298,7785,22622,12299,7785,89225
Pulborough,5468,HW,14593,53363,82804,11863,59980,82804,305407
Purfleet,7453,HT,28110,20701,70559,29408,20878,70559,240215
Purley,5379,HW,93625,249825,387021,55726,270659,387021,1443877
PurleyOaks,5430,HW,22846,33491,100831,10472,37698,100831,306169
Putney,5603,HY,213993,354974,749940,163985,366766,749940,2599598
Pwllheli,4314,HG,4514,10278,19554,3682,10388,19554,67970
Pyle,4185,HK,5915,10532,3890,6646,10534,3890,41407
QuakersYard,3994,HL,3017,9151,1837,3667,9157,1837,28666
Queenborough,5176,HU,17746,32084,16372,21069,34334,16372,137977
QueensParkGlas,9822,HA,66158,58622,29032,74079,58624,29032,315547
QueensPkLondon,1419,HP,35705,228710,576190,42507,227621,576190,1686923
QueensRdPeckhm,5424,HW,20832,31723,64081,7605,33912,64081,222234
QueenstownRoad,5596,HY,18074,15975,4788,15075,16202,4788,74902
QuintrellDowns,3531,HK,286,208,0,259,207,0,960
Radcliffe,2631,MM,0,1,0,0,1,0,2
RadcliffeOnTrt,6242,HG,4160,658,345,4253,659,345,10420
Radlett,1546,HX,36373,99690,191888,29972,109561,191888,659372
Radley,3118,HN,3050,5236,9954,5144,6651,9954,39989
Radyr,3874,HL,30791,40460,21701,29295,40425,21701,184373
Rainford,2404,HD,6301,4245,576,6426,4213,576,22337
RainhamKent,5177,HU,78738,209265,508524,69935,225241,508524,1600227
RainhamLondon,7454,HT,42002,32584,227035,39224,31982,227035,599862
Rainhill,2296,HD,29085,46024,3898,24377,43816,3898,151098
Ramsgate,5023,HU,40273,153974,98133,39316,150641,98133,580470
RamsgreaveandWilpsh,2734,HD,8638,9720,2320,6789,9803,2320,39590
Rannoch,8834,HA,4802,1502,0,4134,1509,0,11947
Rauceby,6361,HG,662,5,31,783,5,31,1517
Ravenglass,1999,HD,4071,2174,439,4279,2191,439,13593
Ravensbourne,5083,HU,8650,5618,30880,4048,8505,30880,88581
Ravensthorpe,8519,HC,2667,1339,0,3196,1262,0,8464
Rawcliffe,8031,HC,275,12,0,274,4,0,565
Rayleigh,6884,HR,64200,191458,621241,53759,204211,621241,1756110
RaynesPark,5569,HY,178609,323408,424422,105402,337711,424422,1793974
Reading,3149,HJ,1137171,2104263,1511682,1094196,2095855,1511682,9454849
ReadingWest,3160,HN,1622,1955,15440,3244,1435,15440,39136
RectoryRoad,6967,HQ,11069,13221,59463,6812,16247,59463,166275
RedbridgeHants,5912,HY,2288,1066,3437,2731,1063,3437,14022
RedcarBrSteel,7932,HC,110,12,237,111,12,237,719
RedcarCentral,7950,HC,41525,65770,13880,46984,65835,13880,247874
RedcarEast,7974,HC,19200,18374,9187,19597,18383,9187,93928
ReddishNorth,2979,HD,7609,17999,5577,7773,17819,5577,62354
ReddishSouth,2857,HD,2,10,0,9,10,0,31
Redditch,1208,HG,73854,145827,10855,67298,146128,10855,454817
Redhill,5478,HW,186639,536960,468121,175908,546050,468121,2381799
Redland,3247,HK,11264,2842,3105,12222,2840,3105,35378
Redruth,3530,HK,30920,52386,31,30945,52335,31,166648
ReedhamLondon,5431,HW,10126,10069,37576,4842,11269,37576,111458
ReedhamNorfolk,7316,HS,10042,3655,763,11002,3645,763,29870
Reigate,5480,HW,45305,70234,130246,44077,73520,130246,493628
Renton,9867,HA,19583,15915,2358,18723,15916,2358,74853
Retford,6511,HB,38438,44121,16212,39097,44200,16212,198280
Rhiwbina,3906,HL,8886,19129,4832,10135,19132,4832,66946
Rhosneigr,2544,HD,1379,1697,3430,1917,1699,3430,13552
Rhyl,2461,HD,53949,207048,19269,53505,206675,19269,559715
Rhymney,4027,HL,5953,20558,5845,5095,20570,5845,63866
Ribblehead,2106,HC,4233,695,0,4080,698,0,9706
RiceLane,2131,HE,13362,20959,95,13740,21587,95,69838
RichmondLondon,5570,HY,555670,1041575,743515,352026,1043356,743515,4479657
Riddlesdown,5432,HW,10769,18730,65534,8055,21706,65534,190328
Ridgmont,1538,HP,724,2429,1634,472,2595,1634,9488
RidingMill,7510,HC,5557,3149,2667,6108,3153,2667,23301
Rishton,2580,HD,11306,9258,2068,10476,9316,2068,44492
Robertsbridge,5226,HU,9791,27864,63512,7920,31188,63512,203787
Roby,2261,HD,14752,27801,257,14211,28830,257,86108
Rochdale,2924,HD,62360,146712,25747,61441,152676,25747,474683
Roche,3532,HK,82,125,0,118,125,0,450
Rochester,5203,HU,30479,141420,49776,27962,146111,49776,445524
Rochford,6885,HR,22915,76059,154380,23338,79733,154380,510805
RockFerry,2189,HE,57247,113023,3110,51596,102688,3110,330774
Rogart,8671,HA,778,231,0,711,232,0,1952
Rolleston,6353,HG,2814,610,460,2836,613,460,7793
RomanBridge,2444,HD,361,45,444,416,45,444,1755
Romford,6886,HR,296071,518069,983635,268300,503055,983635,3552765
Romiley,2833,HD,24738,44459,15434,21798,46085,15434,167948
Romsey,5943,HK,24551,41041,20545,28391,41933,20545,177006
Roose,1962,HD,3701,2470,1203,2923,2469,1203,13969
RoseGrove,2722,HD,7845,4231,1335,8292,4238,1335,27276
RoseHill,2873,HD,10123,13407,7296,8641,13424,7296,60187
Rosyth,9190,HA,10032,6291,20184,13542,6309,20184,76542
RotherhamCentra,6676,HC,59543,97995,17277,67527,97282,17277,356901
RoughtonRoad,7297,HS,846,445,0,884,445,0,2620
RowlandsCastle,5658,HY,7029,8132,10561,9044,8753,10561,54080
RowleyRegis,4606,HG,31335,26900,2792,32581,27287,2792,123687
RoyBridge,8835,HA,1048,378,0,1011,378,0,2815
RoydonEssex,6829,HQ,9533,9359,22309,8746,10415,22309,82671
RoystonHerts,6090,HQ,63222,119771,171932,59720,125602,171932,712179
Ruabon,4477,HG,4710,10372,545,5423,10482,545,32077
Rufford,2315,HD,3146,3955,637,3605,3940,637,15920
Rugby,1087,HF,107508,196377,83931,110761,195090,83931,777598
Rugeley,1084,HG,342,329,139,476,436,139,1861
RugeleyTown,1135,HG,10337,27041,153,7953,27050,153,72687
Runcorn,2291,HF,50804,128274,7984,51058,127742,7984,373846
RuncornEast,2294,HD,44824,39951,6640,41158,40040,6640,179253
Ruskington,6327,HG,21022,1035,3219,23031,1048,3219,52574
Ruswarp,8174,HC,635,527,0,838,527,0,2527
Rutherglen,9787,HA,94810,61542,24590,96470,61542,24590,363544
RydeEsplanade,5542,HZ,106883,57582,19668,116237,56588,19668,376626
RydePierHead,5541,HZ,50442,6561,21492,36034,6110,21492,142131
RydeStJohnsRd,5543,HZ,30475,2852,13974,30269,2828,13974,94372
RyderBrow,2977,HD,4228,5547,797,3518,6030,797,20917
RyeSussex,5024,HU,11692,75154,20031,11480,76630,20031,215018
RyeHouse,6820,HQ,31564,21862,46041,29275,23265,46041,198048
Sale,2809,MM,0,4,0,0,4,0,8
SalfordCrescent,2794,HD,69929,159047,36164,75707,141907,36164,518918
SalfordManchr,2798,HD,9920,14902,6478,14310,6935,6478,59023
SalfordsSurrey,5380,HW,5611,4905,18748,9048,6381,18748,63441
Salhouse,7318,HS,632,379,10,666,431,10,2128
Salisbury,5663,HY,111252,325312,113309,109161,330541,113309,1102884
Saltaire,8561,HC,67562,55806,4782,66576,52865,4782,252373
Saltash,3587,HK,9725,3997,1085,9657,4010,1085,29559
Saltburn,7951,HC,38400,39031,12332,30615,39061,12332,171771
Saltcoats,9547,HA,59418,59890,12506,68211,59885,12506,272416
Saltmarsh,8033,HC,1167,1159,945,802,1159,945,6177
Salwick,2673,HD,200,15,170,220,14,170,789
Sandal,8358,HC,23038,18563,784,23178,17714,784,84061
Sandbach,1261,HD,21774,16579,10312,23599,16656,10312,99232
Sanderstead,5433,HW,31257,70505,158837,15795,73087,158837,508318
Sandhills,2249,HE,56823,37413,1288,48629,58466,1288,203907
SandhurstBerks,5646,HN,12192,18829,22508,14950,21413,22508,112400
Sandling,5025,HU,8435,17657,36176,7968,19574,36176,125986
Sandown,5525,HZ,65753,9327,19300,69202,9206,19300,192088
Sandplace,3584,HK,422,279,0,542,279,0,1522
Sandwell&Dudly,1149,HG,39497,66709,2896,41801,66312,2896,220111
Sandwich,5026,HU,12925,33666,69828,14287,33791,69828,234325
Sandy,6172,HQ,17165,37328,57809,16655,41862,57809,228628
Sankey,2388,HD,11552,10394,3732,11235,10595,3732,51240
Sanquhar,9549,HA,1659,3843,201,1704,3846,201,11454
Sarn,4270,HK,3171,8569,803,3837,8565,803,25748
Saundersfoot,4108,HK,430,992,33,604,992,33,3084
Saunderton,3056,HO,2415,2893,4921,6944,2913,4921,25007
Sawbridgeworth,6806,HQ,29141,31764,106255,27865,36729,106255,338009
Saxilby,6328,HG,11267,713,1640,12837,714,1640,28811
Saxmundham,7224,HS,11676,17003,888,12313,17017,888,59785
Scarborough,8185,HC,117457,205205,31329,113153,205344,31329,703817
Scotscalder,8672,HA,183,66,0,184,66,0,499
Scotstounhill,9996,HA,59993,32211,14794,57721,32210,14794,211723
Scunthorpe,6456,HC,33112,57870,9929,33770,57931,9929,202541
SeaMills,3254,HK,8745,1595,1188,9132,1592,1188,23440
Seaburn,7641,HC,26910,31463,1073,33977,20303,1073,114799
SeafordSussex,5333,HW,21273,87252,77672,17475,90305,77672,371649
Seaforth&Lithd,2250,HE,35267,68475,79,29297,63786,79,196983
Seaham,7814,HC,16713,15472,5322,15696,15424,5322,73949
Seamer,8178,HC,6679,5977,4422,7485,5981,4422,34966
Seascale,2003,HD,6352,2158,5068,6762,2258,5068,27666
SeatonCarew,8007,HC,2990,2718,736,3066,2745,736,12991
SeerGreen,3061,HO,9147,19891,17896,10042,19951,17896,94823
Selby,8201,HC,34494,43084,72555,35773,43473,72555,301934
Selhurst,5434,HW,25295,106336,99669,25692,113072,99669,469733
Sellafield,2004,HD,16594,1378,90195,13494,1272,90195,213128
Selling,5179,HU,2570,5380,13532,3463,6729,13532,45206
SellyOak,1105,HG,76716,157942,3582,86666,157703,3582,486191
Settle,2107,HC,51722,8064,586,45937,8035,586,114930
SevenKings,6893,HR,63807,97708,284897,46754,97677,284897,875740
Sevenoaks,5124,HU,149432,463282,852846,116134,500240,852846,2934780
SevernBeach,3205,HK,16359,2387,2069,15372,2381,2069,40637
SevernTunnelJn,3679,HK,9511,6749,14966,10995,6755,14966,63942
Shalford,5638,HN,5451,4693,18425,5690,4989,18425,57673
Shanklin,5529,HZ,102977,21447,17413,102083,20711,17413,282044
Shaw,2925,HD,32146,63557,19402,30924,66168,19402,231599
Shawford,5929,HY,6167,4449,10190,5731,4876,10190,41603
Shawlands,9823,HA,17181,10340,54931,20502,10340,54931,168225
SheernessOnSea,5184,HU,38600,119257,53353,34768,125283,53353,424614
SheffMeadowhall,6663,HC,100973,382675,15561,96609,383565,15561,994944
Sheffield,6691,HI,538031,1087681,140222,533645,1094284,140222,3534085
Shelford,7043,HQ,10314,11853,18653,11215,12443,18653,83131
Shenfield,6888,HR,146635,276773,688305,111493,297161,688305,2208672
Shenstone,1178,HG,19337,5622,18750,24310,5648,18750,92417
ShepherdsWell,5186,HU,7350,13607,10041,6969,15947,10041,63955
Shepley,8448,HC,7377,6644,260,6855,6304,260,27700
Shepperton,5605,HY,23958,67079,48154,17443,71097,48154,275885
Shepreth,7044,HQ,2721,4924,8470,4274,5518,8470,34377
Sherborne,5835,HY,9851,47740,4146,8787,48605,4146,123275
SherburnInElmt,8257,HC,3314,232,1714,3567,232,1714,10773
Sheringham,7319,HS,13781,22256,427,13487,22279,427,72657
Shettleston,9903,HA,94930,53898,124520,91449,53901,124520,543218
Shieldmuir,9552,HA,2330,1856,394,2972,1856,394,9802
Shifnal,4619,HG,14734,10393,6406,14406,10701,6406,63046
Shildon,7893,HC,11124,5153,782,12205,5152,782,35198
Shiplake,3150,HN,9334,14544,11692,9601,18086,11692,74949
ShipleyYorks,8347,HC,123914,106972,9056,124875,104089,9056,477962
ShippeaHill,7073,HG,188,63,0,159,68,0,478
Shipton,3009,HN,372,707,395,575,720,395,3164
Shirehampton,3206,HK,12103,2033,1811,11523,2042,1811,31323
Shireoaks,6570,HC,2343,830,868,2387,830,868,8126
ShirleyWMids,4526,HG,31679,35172,2502,31321,35438,2502,138614
Shoeburyness,7455,HT,20139,54749,62733,18834,58003,62733,277191
Sholing,5930,HY,4215,4129,3740,4762,4753,3740,25339
ShorehamBySea,5277,HW,57321,239327,160593,47733,248229,160593,913796
ShorehamKent,5074,HU,675,3047,3359,692,6223,3359,17355
Shortlands,5084,HU,44864,75186,289905,31836,84601,289905,816297
Shotton,2546,HD,48435,26097,4408,49333,26548,4408,159229
Shotts,9739,HA,18994,23058,3618,20313,23069,3618,92670
Shrewsbury,4387,HG,124869,382083,63843,120591,382051,63843,1137280
Sidcup,5125,HU,132245,190643,626722,83779,219525,626722,1879636
Sileby,1902,HG,26872,791,6092,23826,795,6092,64468
Silecroft,2000,HD,844,381,1534,764,378,1534,5435
SilkstoneCommon,6782,HC,3735,6566,243,3964,6748,243,21499
SilverStreet,6972,HQ,26673,27038,42195,21267,28650,42195,188018
Silverdale,1968,HD,7210,8119,3416,7841,8144,3416,38146
Silvertown,6932,HP,5629,8865,5879,6714,9182,5879,42148
SinfinCentral,1845,HG,149,3,605,180,3,605,1545
SinfinNorth,1849,HG,5,1,0,3,1,0,10
Singer,9988,HA,162737,119665,30211,136335,119665,30211,598824
Sittingbourne,5187,HU,106755,280357,360124,100344,281117,360124,1488821
Skegness,6265,HG,40725,97332,18927,37852,97773,18927,311536
Skewen,4217,HK,5951,7288,1087,7247,7288,1087,29948
Skipton,2728,HC,143034,59729,49081,140896,59700,49081,501521
SladeGreen,5154,HU,16975,20115,85119,15512,25184,85119,248024
Slaithwaite,8450,HC,25338,18699,2211,22057,17082,2211,87598
Slateford,9236,HA,3672,732,2259,3927,742,2259,13591
Sleaford,6362,HG,47432,28293,36295,47087,28241,36295,223643
Sleights,8179,HC,976,742,0,805,742,0,3265
Slough,3172,HN,341387,747283,421367,331958,764198,421367,3027560
SmallHeath,4530,HG,8156,11842,10,8893,11755,10,40666
SmallbrookJunction,5494,HZ,986,173,0,1038,172,0,2369
SmethwickGaltonBrid,1114,HG,19109,18457,195,19475,18921,195,76352
SmethwickRlfSt,1150,HG,15307,22260,405,17950,22254,405,78581
SmethwickWest,4534,HG,2,0,0,2,0,0,4
Smitham,5382,HW,6033,10288,27295,3559,12487,27295,86957
SmithyBridge,2660,HD,11960,19979,3906,11098,22036,3906,72885
Snaith,8036,HC,615,10,0,1022,10,0,1657
Snodland,5189,HU,23059,48323,27918,23400,57171,27918,207789
Snowdown,5185,HU,1243,4143,4547,1171,4981,4547,20632
SoleStreet,5126,HU,4410,9342,15688,3164,11232,15688,59524
Solihull,4527,HG,70014,110295,12302,69085,110733,12302,384731
Somerleyton,7320,HS,2151,958,245,2403,962,245,6964
SouthActon,1452,HP,5931,9292,4786,5928,9694,4786,40417
SouthBank,7953,HC,823,50,21,574,50,21,1539
SouthBermondsey,5425,HW,17451,12468,35926,12506,21948,35926,136225
SouthCroydon,5410,HW,39605,53735,180499,28889,51588,180499,534815
SouthElmsall,8355,HC,28262,55360,12982,27984,53804,12982,191374
SouthGreenford,3138,HN,1344,1253,1782,298,2578,1782,9037
SouthGyle,9318,HA,77386,19680,51801,84854,19736,51801,305258
SouthHampstead,1451,HP,7647,5985,12455,7121,6367,12455,52030
SouthKenton,1453,HP,16520,29525,30179,10206,31226,30179,147835
SouthMerton,5292,HW,4081,2915,2791,1882,4346,2791,18806
SouthMilford,8142,HC,11521,5261,8578,11030,5273,8578,50241
SouthTottenham,7404,HP,8483,6343,831,9617,6525,831,32630
SouthWigston,1949,HG,8122,12118,4540,8405,12194,4540,49919
Southall,3187,HN,35000,107967,93485,29483,112461,93485,471881
Southampton,5932,HY,335645,936789,338855,327177,939248,338855,3216569
SouthamptonPwy,5922,HY,83748,168031,133817,77765,165007,133817,762185
Southbourne,5263,HW,16414,32618,26710,16496,35520,26710,154468
Southbury,6947,HQ,31302,39591,36445,28100,39199,36445,211082
Southease,5339,HW,409,1189,799,492,1288,799,4976
SouthendCentral,7456,HT,154271,560741,201188,163900,576209,201188,1857497
SouthendEast,7457,HT,22975,43494,157276,21450,45446,157276,447917
SouthendVic,7420,HR,62745,151054,200581,23090,147406,200581,785457
Southminster,6890,HR,5298,17410,30453,3748,19965,30453,107327
Southport,2262,HE,144778,463455,12002,160207,479027,12002,1271471
Southwick,5286,HW,18215,61989,28950,17957,68186,28950,224247
SowerbyBridge,8527,HC,27238,28915,1688,26080,27484,1688,113093
Spalding,6388,HG,16821,39961,13382,17341,40031,13382,140918
SpeanBridge,8836,HA,1657,829,0,1557,835,0,4878
Spital,2199,HE,34207,46167,1093,35686,53807,1093,172053
Spondon,1699,HG,5221,667,1752,5486,683,1752,15561
SpoonerRow,7379,HG,239,21,0,61,22,0,343
SpringRoad,4535,HG,16417,17611,145,15986,17649,145,67953
Springburn,9997,HA,35441,16348,11416,48003,16348,11416,138972
Springfield,9175,HA,566,97,0,437,97,0,1197
SquiresGate,2666,HD,2543,2411,255,2516,2407,255,10387
StAlbans,1548,HX,220209,680444,901484,198004,706832,901484,3608457
StAlbansAbbey,1562,HP,14800,57375,13893,14615,59858,13893,174434
StAndrewsRoad,3252,HK,1222,69,354,1854,64,354,3917
StAnnesOnSea,2672,HD,23340,35413,4773,22689,35999,4773,126987
StAustell,3534,HK,43398,63526,2341,43920,63405,2341,218931
StBees,2002,HD,7065,1879,4162,8317,2164,4162,27749
StBudeauxFyRd,3590,HK,563,38,137,443,39,137,1357
StBudeauxVaRd,3592,HK,1487,1067,45,1279,1068,45,4991
StColumbRoad,3536,HK,439,563,0,565,564,0,2131
StDenys,5914,HY,22917,22803,22696,23799,23229,22696,138140
StErth,3537,HK,8551,17824,471,8706,17793,471,53816
StGermans,3586,HK,8736,4515,1304,9025,4515,1304,29399
StHelensCtrl,2341,HD,61422,116499,4346,64707,118777,4346,370097
StHelensJn,2340,HD,26702,36808,8534,26362,37072,8534,144012
StHelier,5290,HW,4640,4117,2925,2320,7089,2925,24016
StIvesCornwall,3538,HK,30982,59386,368,28613,59157,368,178874
StJamesPkExtr,5751,HK,4162,6046,2326,4301,6045,2326,25206
StJamesStWstw,6973,HQ,36977,31856,92655,22670,31707,92655,308520
StJohns,5059,HU,21589,17433,76700,13138,17899,76700,223459
StKeyne,3572,HK,181,176,0,204,177,0,738
StLeonardsWSq,5239,HU,45405,127824,45777,41106,122228,45777,428117
StMargaretsHts,6821,HQ,35168,35141,44740,33998,37741,44740,231528
StMargaretsLdn,5604,HY,53347,91720,158065,35810,97584,158065,594591
StMaryCray,5073,HU,58175,110991,238917,49375,119140,238917,815515
StMichaels,2248,HE,32375,59256,376,33540,75650,376,201573
StNeots,6110,HQ,33410,78463,134393,29664,85156,134393,495479
Stafford,1268,HF,133442,244117,78224,133040,243628,78224,910675
Staines,5670,HY,131281,305461,255202,132541,312115,255202,1391802
Stainforth&Hfd,6528,HC,3789,8632,2413,4523,8553,2413,30323
Stallingborough,6287,HC,4692,43,367,4279,50,367,9798
Stalybridge,2983,HD,48674,96226,58379,46260,101176,58379,409094
StamfordHill,6968,HQ,10068,9601,12086,10882,9643,12086,64366
StamfordLincs,6140,HG,17831,57661,16435,20385,58116,16435,186863
StanfordLeHope,7458,HT,54306,57275,222987,41351,64535,222987,663441
Stanlow&Thrntn,2159,HD,179,14,119,426,14,119,871
Stansted,6833,HQ,21037,33901,71513,18374,40803,71513,257141
StanstedAirport,6834,HQ,521334,175465,41794,523620,172931,41794,1476938
Staplehurst,5228,HU,28404,91427,209497,21894,99760,209497,660479
StapletonRoad,3250,HK,24562,3583,4037,21903,3556,4037,61678
Starbeck,8221,HC,30945,26934,8370,29395,26938,8370,130952
Starcross,3413,HK,4613,5018,15474,5874,5024,15474,51477
Staveley,1977,HD,3466,3084,303,4987,3091,303,15234
Stechford,1043,HG,23836,24011,46,24685,24031,46,96655
Steeton&Silsde,8469,HC,65155,49564,15672,65552,49008,15672,260623
