<<<<<<< HEAD
 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Journeys originating on NR,,,,,,,,,,
From,,To,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday Total
521,Blackfriars                   ,728,Tottenham Court Road          ,0,37,0,0,0,0,37
521,Blackfriars                   ,731,Tower Hill                    ,23,291,151,153,0,0,618
521,Blackfriars                   ,777,Vauxhall                      ,2,17,0,0,0,0,20
521,Blackfriars                   ,741,Victoria                      ,11,167,210,25,0,0,414
521,Blackfriars                   ,745,Warren Street                 ,0,14,0,0,0,0,14
521,Blackfriars                   ,747,Waterloo                      ,0,18,7,0,0,0,25
521,Blackfriars                   ,755,West Brompton                 ,0,8,57,0,31,0,96
521,Blackfriars                   ,761,Westminster                   ,24,220,110,0,0,0,355
521,Blackfriars                   ,763,Whitechapel                   ,0,51,123,510,0,0,685
522,Blackhorse Road               ,514,Barking                       ,0,16,0,10,0,0,26
522,Blackhorse Road               ,527,Bounds Green                  ,0,73,0,0,0,0,73
522,Blackhorse Road               ,534,Caledonian Road               ,11,95,0,0,0,0,106
522,Blackhorse Road               ,535,Camden Town                   ,0,9,0,0,0,0,9
522,Blackhorse Road               ,580,Finsbury Park                 ,30,323,0,161,0,0,514
522,Blackhorse Road               ,603,Highbury & Islington          ,13,73,87,0,0,0,172
522,Blackhorse Road               ,609,Holloway Road                 ,33,45,0,0,0,0,79
522,Blackhorse Road               ,625,King's Cross St. Pancras      ,0,15,0,0,0,0,15
522,Blackhorse Road               ,669,Oxford Circus                 ,0,0,123,0,0,0,123
522,Blackhorse Road               ,776,Pimlico                       ,0,15,0,0,0,0,15
522,Blackhorse Road               ,680,Queen's Park                  ,0,0,0,75,0,0,75
522,Blackhorse Road               ,698,Seven Sisters                 ,0,0,0,15,0,0,15
522,Blackhorse Road               ,716,Stockwell                     ,0,0,158,0,0,0,158
522,Blackhorse Road               ,729,Tottenham Hale                ,24,84,0,0,33,3,144
522,Blackhorse Road               ,741,Victoria                      ,1,4,0,0,0,0,6
522,Blackhorse Road               ,742,Walthamstow Central           ,0,0,0,55,0,0,55
522,Blackhorse Road               ,745,Warren Street                 ,0,0,121,0,0,0,121
522,Blackhorse Road               ,770,Wood Green                    ,16,130,0,0,0,0,146
528,Bow Road                      ,503,Aldgate East                  ,0,3,0,0,0,0,3
528,Bow Road                      ,501,Barbican                      ,0,7,0,0,0,0,7
528,Bow Road                      ,514,Barking                       ,0,0,57,0,0,0,57
528,Bow Road                      ,530,Bromley-by-Bow                ,0,0,42,0,0,0,42
528,Bow Road                      ,852,Canary Wharf                  ,0,0,29,0,0,0,29
528,Bow Road                      ,555,Dagenham East                 ,0,0,0,0,2,0,2
528,Bow Road                      ,556,Dagenham Heathway             ,5,23,0,1,0,0,29
528,Bow Road                      ,566,East Ham                      ,0,0,0,7,0,0,7
528,Bow Road                      ,571,Elm Park                      ,0,0,0,0,1,0,1
528,Bow Road                      ,575,Euston Square                 ,9,9,0,0,0,0,18
528,Bow Road                      ,577,Farringdon                    ,0,0,23,0,0,0,23
528,Bow Road                      ,601,Hendon Central                ,0,0,0,5,0,0,5
528,Bow Road                      ,634,Liverpool Street              ,0,2,4,0,0,0,6
528,Bow Road                      ,642,Mile End                      ,0,0,4,0,0,0,4
528,Bow Road                      ,669,Oxford Circus                 ,0,0,34,0,0,0,34
528,Bow Road                      ,676,Plaistow                      ,0,6,0,0,0,0,6
528,Bow Road                      ,702,Sloane Square                 ,0,1,0,0,0,0,1
528,Bow Road                      ,708,South Kensington              ,0,6,11,0,0,0,17
528,Bow Road                      ,695,St. James's Park              ,4,2,0,0,0,0,6
528,Bow Road                      ,715,Stepney Green                 ,0,0,12,0,0,8,20
528,Bow Road                      ,736,Upminster                     ,0,0,19,0,0,0,19
528,Bow Road                      ,738,Upney                         ,0,12,0,0,0,0,12
528,Bow Road                      ,763,Whitechapel                   ,0,0,0,0,49,0,49
778,Brixton                       ,507,Angel                         ,0,24,0,0,0,0,24
778,Brixton                       ,511,Baker Street                  ,0,13,0,0,0,0,13
778,Brixton                       ,512,Balham                        ,0,18,0,3,0,0,21
778,Brixton                       ,501,Barbican                      ,0,3,0,0,0,0,3
778,Brixton                       ,535,Camden Town                   ,0,6,0,0,0,0,6
778,Brixton                       ,540,Chalk Farm                    ,0,13,0,0,0,0,13
778,Brixton                       ,547,Clapham Common                ,0,1,0,0,0,0,1
778,Brixton                       ,549,Clapham South                 ,0,0,6,0,0,0,6
778,Brixton                       ,552,Colliers Wood                 ,0,0,0,0,8,0,8
778,Brixton                       ,553,Covent Garden                 ,0,7,0,0,0,0,7
778,Brixton                       ,574,Euston                        ,0,3,39,0,0,0,41
778,Brixton                       ,584,Golders Green                 ,13,15,0,0,0,0,28
778,Brixton                       ,586,Goodge Street                 ,0,23,0,3,0,0,26
778,Brixton                       ,590,Green Park                    ,0,41,3,0,0,0,45
778,Brixton                       ,589,Greenford                     ,0,3,0,0,0,0,3
778,Brixton                       ,593,Hammersmith (Dis)             ,0,5,0,0,0,0,5
778,Brixton                       ,603,Highbury & Islington          ,3,2,0,0,0,0,5
778,Brixton                       ,607,Holborn                       ,0,3,14,1,0,0,18
778,Brixton                       ,608,Holland Park                  ,0,3,0,0,0,0,3
778,Brixton                       ,609,Holloway Road                 ,0,11,0,0,0,0,11
778,Brixton                       ,616,Kennington                    ,0,0,0,13,0,0,13
778,Brixton                       ,625,King's Cross St. Pancras      ,0,59,9,0,0,0,68
778,Brixton                       ,626,Knightsbridge                 ,0,5,0,0,0,0,5
778,Brixton                       ,631,Leicester Square              ,0,1,0,8,0,0,9
778,Brixton                       ,635,London Bridge                 ,0,22,0,0,0,0,22
778,Brixton                       ,640,Marble Arch                   ,0,6,0,0,0,0,6
778,Brixton                       ,641,Marylebone                    ,0,11,0,0,0,0,11
778,Brixton                       ,648,Mornington Crescent           ,0,33,0,0,0,0,33
778,Brixton                       ,665,Old Street                    ,0,15,37,0,0,0,52
778,Brixton                       ,668,Oval                          ,0,0,2,0,11,0,12
778,Brixton                       ,669,Oxford Circus                 ,15,124,7,1,7,0,154
778,Brixton                       ,672,Parsons Green                 ,0,0,0,24,0,0,24
778,Brixton                       ,776,Pimlico                       ,0,10,19,0,8,0,37
778,Brixton                       ,694,Russell Square                ,0,0,0,4,0,0,4
778,Brixton                       ,700,Shepherd's Bush (Cen)         ,3,18,0,0,0,0,22
778,Brixton                       ,711,South Wimbledon               ,0,0,9,0,4,0,13
778,Brixton                       ,716,Stockwell                     ,0,7,0,8,0,0,15
778,Brixton                       ,727,Tooting Broadway              ,23,29,0,6,0,0,58
778,Brixton                       ,728,Tottenham Court Road          ,11,7,0,0,0,0,18
778,Brixton                       ,733,Tufnell Park                  ,0,3,0,0,0,0,3
778,Brixton                       ,777,Vauxhall                      ,51,216,23,8,1,95,394
778,Brixton                       ,741,Victoria                      ,15,5,15,0,0,0,35
778,Brixton                       ,742,Walthamstow Central           ,0,0,0,0,25,23,49
778,Brixton                       ,745,Warren Street                 ,24,95,0,0,0,0,119
778,Brixton                       ,747,Waterloo                      ,0,0,4,0,0,0,4
778,Brixton                       ,755,West Brompton                 ,0,5,0,0,0,0,5
778,Brixton                       ,764,White City                    ,0,11,0,0,0,0,11
778,Brixton                       ,770,Wood Green                    ,10,1,5,0,0,0,16
535,Camden Town                   ,508,Archway                       ,0,0,56,13,0,0,68
535,Camden Town                   ,511,Baker Street                  ,0,0,0,26,0,0,26
535,Camden Town                   ,513,Bank / Monument               ,0,0,2,0,0,0,2
535,Camden Town                   ,519,Belsize Park                  ,0,39,1,0,0,0,40
535,Camden Town                   ,529,Brent Cross                   ,1,2,0,38,0,0,41
535,Camden Town                   ,778,Brixton                       ,0,0,0,1,0,0,1
535,Camden Town                   ,532,Burnt Oak                     ,0,0,1,2,0,85,88
535,Camden Town                   ,541,Chancery Lane                 ,0,0,13,0,0,0,13
535,Camden Town                   ,551,Colindale                     ,0,26,0,60,0,0,86
535,Camden Town                   ,553,Covent Garden                 ,0,0,0,0,0,0,0
535,Camden Town                   ,565,East Finchley                 ,0,16,0,6,1,0,22
535,Camden Town                   ,568,Edgware                       ,0,19,0,2,0,0,21
535,Camden Town                   ,574,Euston                        ,0,23,0,0,0,0,23
535,Camden Town                   ,578,Finchley Central              ,21,59,0,18,0,0,98
535,Camden Town                   ,584,Golders Green                 ,1,3,0,0,0,0,4
535,Camden Town                   ,594,Hampstead                     ,0,7,0,0,0,0,7
535,Camden Town                   ,601,Hendon Central                ,8,56,119,104,0,0,287
535,Camden Town                   ,602,High Barnet                   ,0,0,9,0,1,0,10
535,Camden Town                   ,603,Highbury & Islington          ,0,0,0,100,0,1,100
535,Camden Town                   ,604,Highgate                      ,0,0,0,0,37,0,37
535,Camden Town                   ,619,Kentish Town                  ,0,0,0,8,0,0,8
535,Camden Town                   ,625,King's Cross St. Pancras      ,0,0,51,0,0,0,51
535,Camden Town                   ,631,Leicester Square              ,0,0,19,0,0,0,19
535,Camden Town                   ,634,Liverpool Street              ,0,44,0,0,0,0,44
535,Camden Town                   ,635,London Bridge                 ,0,0,23,1,0,0,24
535,Camden Town                   ,670,Paddington                    ,0,0,0,0,39,0,39
535,Camden Town                   ,678,Putney Bridge                 ,0,0,17,0,0,0,17
535,Camden Town                   ,696,St. John's Wood               ,0,0,3,0,0,0,3
535,Camden Town                   ,728,Tottenham Court Road          ,0,0,117,0,0,0,117
535,Camden Town                   ,733,Tufnell Park                  ,0,0,0,0,0,0,0
535,Camden Town                   ,741,Victoria                      ,0,1,0,0,0,0,1
535,Camden Town                   ,742,Walthamstow Central           ,0,0,34,0,0,0,34
535,Camden Town                   ,747,Waterloo                      ,0,0,0,0,0,0,0
535,Camden Town                   ,756,West Finchley                 ,0,0,0,1,0,0,1
535,Camden Town                   ,771,Woodside Park                 ,0,0,22,0,0,1,23
788,Canada Water                  ,500,Acton Town                    ,0,0,0,8,0,0,8
788,Canada Water                  ,507,Angel                         ,0,191,237,0,0,0,427
788,Canada Water                  ,509,Arnos Grove                   ,0,0,0,41,0,0,41
788,Canada Water                  ,511,Baker Street                  ,8,483,197,119,60,0,868
