 RODS report2d created at 13:27:39 on 29-03-2017,,,,,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
" Report 2d - Analysis by age, sex and exit station",,,,,,Sex,Age,,,,,,,,,
 NLC, station name,time period,Total,Male,Female,Not stated,Not Stated,Under 16  ,16-19     ,20-24     ,25-34     ,35-44     ,45-59     ,60-64     ,65-70     ,Over 70   
663,Notting Hill Gate   ,Midday      ,6938,2583,3509,845,851,9,593,747,1453,667,1511,573,355,179
663,Notting Hill Gate   ,PM Peak     ,5301,1846,3202,253,290,0,103,690,1280,1052,1331,103,210,242
663,Notting Hill Gate   ,Evening     ,3360,1465,1791,104,58,0,99,563,910,948,658,59,38,28
663,Notting Hill Gate   ,Late        ,1319,403,563,353,400,0,0,171,271,186,234,16,31,10
663,Notting Hill Gate   ,   Total day,24113,8542,12311,3260,3147,11,1125,2904,5545,4318,4823,999,689,554
664,Oakwood             ,Early       ,49,0,0,49,49,0,0,0,0,0,0,0,0,0
664,Oakwood             ,AM peak     ,562,140,232,190,190,0,76,133,54,54,43,0,12,0
664,Oakwood             ,Midday      ,1049,255,510,285,302,0,126,56,153,122,141,74,40,35
664,Oakwood             ,PM Peak     ,1341,269,435,637,629,0,51,67,162,60,249,59,15,49
664,Oakwood             ,Evening     ,903,105,176,622,626,0,0,23,64,95,77,15,2,0
664,Oakwood             ,Late        ,585,83,175,327,326,0,0,22,72,16,142,2,3,2
664,Oakwood             ,   Total day,4489,852,1528,2109,2123,0,253,301,505,347,652,150,72,86
665,Old Street          ,Early       ,703,0,11,692,692,0,11,0,0,0,0,0,0,0
665,Old Street          ,AM peak     ,16526,6960,8251,1315,1185,32,202,2045,4841,3167,3516,1116,413,9
665,Old Street          ,Midday      ,10818,4394,5261,1163,922,0,287,1558,2356,1585,2726,595,411,379
665,Old Street          ,PM Peak     ,7476,1891,3652,1932,1947,2,306,1999,1051,590,912,181,372,116
665,Old Street          ,Evening     ,4227,929,1549,1749,1703,32,0,900,866,448,188,71,20,0
665,Old Street          ,Late        ,1992,420,279,1293,1293,0,0,264,308,102,24,0,0,0
665,Old Street          ,   Total day,41742,14594,19003,8145,7743,65,805,6765,9422,5893,7366,1962,1217,504
667,Osterley            ,Early       ,65,0,0,65,65,0,0,0,0,0,0,0,0,0
667,Osterley            ,AM peak     ,581,183,305,94,97,0,0,48,156,81,90,49,43,17
667,Osterley            ,Midday      ,588,243,235,109,141,0,8,92,38,98,48,138,22,2
667,Osterley            ,PM Peak     ,1317,371,940,6,6,0,3,230,468,260,322,14,14,0
667,Osterley            ,Evening     ,863,472,390,0,0,0,6,25,430,168,172,28,0,32
667,Osterley            ,Late        ,339,94,156,89,89,0,82,95,59,3,9,1,1,0
667,Osterley            ,   Total day,3752,1362,2027,363,397,0,100,491,1151,610,641,231,80,51
668,Oval                ,Early       ,160,0,0,160,160,0,0,0,0,0,0,0,0,0
668,Oval                ,AM peak     ,2297,1079,944,274,273,0,31,313,430,514,443,98,170,26
668,Oval                ,Midday      ,2216,1386,794,36,69,2,76,140,384,693,691,107,22,32
668,Oval                ,PM Peak     ,2592,955,1202,435,443,72,133,160,790,406,423,70,17,77
668,Oval                ,Evening     ,1890,653,1169,69,64,0,0,451,822,213,311,5,24,0
668,Oval                ,Late        ,1018,300,416,302,278,0,8,161,390,45,121,4,0,10
668,Oval                ,   Total day,10173,4374,4524,1275,1287,74,249,1226,2816,1871,1988,283,233,146
669,Oxford Circus       ,Early       ,2903,0,1,2902,2902,0,0,0,0,0,1,0,0,0
669,Oxford Circus       ,AM peak     ,44874,17623,24331,2920,2534,47,593,5806,14107,8978,8546,2843,1026,396
669,Oxford Circus       ,Midday      ,47025,17323,27213,2488,2013,71,3067,11511,10140,5669,8276,2618,2096,1564
669,Oxford Circus       ,PM Peak     ,23661,6472,12858,4331,4429,2,637,3654,6193,3195,4112,579,547,313
669,Oxford Circus       ,Evening     ,6646,2377,3227,1042,1157,0,0,1682,1558,1220,868,48,49,65
669,Oxford Circus       ,Late        ,1187,550,321,317,303,0,22,283,168,177,178,44,13,0
669,Oxford Circus       ,   Total day,126296,44345,67951,14000,13337,119,4319,22936,32165,19239,21981,6132,3731,2338
670,Paddington          ,Early       ,1817,2,0,1815,1815,0,0,0,2,0,0,0,0,0
670,Paddington          ,AM peak     ,19038,8762,8382,1895,1823,18,64,1400,5007,3769,3881,2044,838,194
670,Paddington          ,Midday      ,20422,10263,9826,334,438,64,869,2857,2727,3838,5253,2336,987,1055
670,Paddington          ,PM Peak     ,24771,13680,10888,203,237,33,170,3138,5455,4694,7585,2209,951,297
670,Paddington          ,Evening     ,9893,5596,4045,251,218,0,147,1507,1740,2161,3262,487,320,51
670,Paddington          ,Late        ,4347,1695,1172,1480,1458,0,75,312,866,497,938,98,104,0
670,Paddington          ,   Total day,80288,39998,34312,5978,5989,114,1326,9214,15798,14958,20919,7173,3200,1597
671,Park Royal          ,Early       ,188,0,0,188,188,0,0,0,0,0,0,0,0,0
671,Park Royal          ,AM peak     ,1373,581,649,143,132,0,8,113,476,355,190,99,0,0
671,Park Royal          ,Midday      ,591,308,269,15,18,0,7,115,113,103,154,67,1,13
671,Park Royal          ,PM Peak     ,625,227,379,19,18,0,44,29,216,109,197,4,0,8
671,Park Royal          ,Evening     ,341,68,224,50,7,0,77,22,110,52,11,1,19,43
671,Park Royal          ,Late        ,116,16,60,40,40,0,0,0,20,35,18,4,0,0
671,Park Royal          ,   Total day,3235,1199,1580,455,403,0,137,279,935,654,569,175,20,63
672,Parsons Green       ,Early       ,162,0,0,162,162,0,0,0,0,0,0,0,0,0
672,Parsons Green       ,AM peak     ,2981,774,1721,485,479,38,58,328,1030,454,292,259,25,19
672,Parsons Green       ,Midday      ,2132,930,1151,51,29,12,67,382,461,289,470,212,107,105
672,Parsons Green       ,PM Peak     ,3164,1237,1827,99,92,8,45,426,977,616,692,181,111,16
672,Parsons Green       ,Evening     ,2155,666,1355,133,63,72,14,367,926,343,293,23,36,18
672,Parsons Green       ,Late        ,701,214,273,213,194,0,0,47,309,97,33,0,3,20
672,Parsons Green       ,   Total day,11294,3822,6328,1144,1018,129,184,1548,3703,1799,1780,675,282,177
673,Perivale            ,Early       ,102,0,0,102,102,0,0,0,0,0,0,0,0,0
673,Perivale            ,AM peak     ,554,171,312,71,71,0,0,165,101,56,45,115,0,0
673,Perivale            ,Midday      ,649,327,322,0,0,0,58,138,88,120,218,1,6,19
673,Perivale            ,PM Peak     ,1659,555,1044,60,60,0,139,262,361,485,246,35,70,0
673,Perivale            ,Evening     ,719,221,263,235,126,0,0,40,150,102,286,6,0,9
673,Perivale            ,Late        ,277,178,85,13,13,0,11,18,79,29,127,0,0,0
673,Perivale            ,   Total day,3959,1451,2026,483,373,0,208,624,779,792,923,158,76,28
674,Piccadilly Circus   ,Early       ,856,0,0,856,856,0,0,0,0,0,0,0,0,0
674,Piccadilly Circus   ,AM peak     ,15070,6345,7544,1181,1139,0,137,1572,4929,3041,3243,661,247,100
674,Piccadilly Circus   ,Midday      ,19534,9300,8462,1772,1638,3,501,3297,4406,2363,3418,1360,915,1635
674,Piccadilly Circus   ,PM Peak     ,13625,4934,5429,3263,3278,27,151,1602,2594,1520,2561,1051,526,315
674,Piccadilly Circus   ,Evening     ,6195,2200,2287,1708,1688,0,166,418,1696,1083,676,30,290,149
674,Piccadilly Circus   ,Late        ,1471,498,110,863,850,0,0,8,150,191,129,109,0,35
674,Piccadilly Circus   ,   Total day,56753,23277,23833,9643,9448,29,955,6898,13775,8198,10028,3211,1977,2234
776,Pimlico             ,Early       ,263,0,0,263,263,0,0,0,0,0,0,0,0,0
776,Pimlico             ,AM peak     ,6642,2728,3311,602,582,42,83,822,1552,1365,1730,328,109,28
776,Pimlico             ,Midday      ,4697,1700,2604,394,252,0,306,729,437,791,1197,338,348,298
776,Pimlico             ,PM Peak     ,3139,1100,1967,71,64,27,13,324,721,569,1014,97,254,57
776,Pimlico             ,Evening     ,2236,796,1387,54,83,0,89,258,690,402,613,64,10,27
776,Pimlico             ,Late        ,1128,351,315,462,462,0,0,157,248,36,108,54,39,23
776,Pimlico             ,   Total day,18105,6675,9584,1846,1707,69,490,2290,3647,3163,4663,882,760,432
675,Pinner              ,Early       ,34,0,0,34,34,0,0,0,0,0,0,0,0,0
675,Pinner              ,AM peak     ,367,152,178,37,37,0,0,0,73,18,102,48,83,5
675,Pinner              ,Midday      ,858,379,433,46,106,58,36,68,65,75,194,44,116,93
675,Pinner              ,PM Peak     ,2381,1134,1044,203,176,59,73,286,465,424,610,89,34,164
675,Pinner              ,Evening     ,1259,730,419,109,106,0,36,21,210,210,582,38,34,22
675,Pinner              ,Late        ,391,199,116,76,115,0,0,3,55,30,119,4,32,32
675,Pinner              ,   Total day,5288,2594,2190,505,574,118,146,378,869,757,1608,224,299,316
676,Plaistow            ,Early       ,143,0,0,143,143,0,0,0,0,0,0,0,0,0
676,Plaistow            ,AM peak     ,1092,188,787,117,117,0,72,45,255,180,318,66,37,1
676,Plaistow            ,Midday      ,1710,929,747,34,34,0,119,459,528,150,334,53,33,1
676,Plaistow            ,PM Peak     ,3279,1154,2075,51,13,0,521,967,760,475,393,148,1,0
676,Plaistow            ,Evening     ,1705,769,926,9,9,0,469,231,380,186,409,21,0,0
676,Plaistow            ,Late        ,835,234,240,361,361,0,16,101,76,86,184,0,11,0
676,Plaistow            ,   Total day,8765,3274,4775,716,678,0,1197,1803,1999,1076,1639,288,82,3
677,Preston Road        ,Early       ,61,0,0,61,61,0,0,0,0,0,0,0,0,0
677,Preston Road        ,AM peak     ,407,188,190,29,53,0,0,6,59,109,129,0,23,28
677,Preston Road        ,Midday      ,1028,327,525,177,249,0,147,40,86,87,45,180,126,70
677,Preston Road        ,PM Peak     ,2281,738,1265,278,190,0,142,441,518,356,420,136,25,54
677,Preston Road        ,Evening     ,1041,358,572,111,49,0,0,97,319,324,195,2,14,41
677,Preston Road        ,Late        ,392,163,84,145,145,0,0,30,76,8,68,5,39,21
677,Preston Road        ,   Total day,5211,1774,2636,802,747,0,290,613,1058,883,858,323,227,214
678,Putney Bridge       ,Early       ,103,0,0,103,103,0,0,0,0,0,0,0,0,0
678,Putney Bridge       ,AM peak     ,2210,776,1253,180,165,0,35,498,553,501,327,131,0,0
678,Putney Bridge       ,Midday      ,1885,494,1336,55,57,0,18,507,462,297,268,104,52,120
678,Putney Bridge       ,PM Peak     ,2583,964,1585,34,43,1,30,322,630,392,595,259,88,223
678,Putney Bridge       ,Evening     ,1644,622,1001,21,19,0,17,580,352,267,218,15,138,39
678,Putney Bridge       ,Late        ,710,325,278,108,113,13,0,85,303,126,31,0,34,6
678,Putney Bridge       ,   Total day,9136,3181,5454,501,499,14,99,1991,2300,1584,1440,509,312,388
680,Queen's Park        ,Early       ,46,32,0,14,14,0,0,32,0,0,0,0,0,0
680,Queen's Park        ,AM peak     ,788,390,380,18,19,0,4,105,184,227,113,81,10,45
680,Queen's Park        ,Midday      ,1546,428,1116,2,8,0,34,270,264,297,252,256,56,110
680,Queen's Park        ,PM Peak     ,2831,1099,1615,117,117,0,63,225,1077,735,363,134,87,31
680,Queen's Park        ,Evening     ,2067,875,1116,77,12,31,0,401,823,458,320,15,0,8
680,Queen's Park        ,Late        ,926,148,603,175,175,0,0,135,365,194,51,0,6,0
680,Queen's Park        ,   Total day,8204,2970,4830,404,343,31,100,1168,2713,1911,1098,486,158,195
679,Queensbury          ,Early       ,69,0,0,69,69,0,0,0,0,0,0,0,0,0
679,Queensbury          ,AM peak     ,447,259,168,21,21,0,1,73,117,53,58,66,59,0
679,Queensbury          ,Midday      ,1084,554,268,262,263,0,0,81,145,123,143,137,117,75
679,Queensbury          ,PM Peak     ,3933,935,1790,1208,1208,34,264,387,575,377,995,65,14,13
679,Queensbury          ,Evening     ,1546,614,586,345,380,0,0,199,328,454,185,0,0,0
679,Queensbury          ,Late        ,413,157,116,140,140,0,19,10,91,54,85,14,0,0
679,Queensbury          ,   Total day,7491,2519,2928,2045,2080,34,285,751,1256,1061,1464,281,191,89
681,Queensway           ,Early       ,197,0,0,197,197,0,0,0,0,0,0,0,0,0
681,Queensway           ,AM peak     ,1921,619,981,321,321,0,15,356,537,239,369,68,16,0
681,Queensway           ,Midday      ,3241,1138,1959,144,26,0,116,680,1083,359,479,220,58,220
681,Queensway           ,PM Peak     ,3260,1148,1434,678,642,0,37,603,579,605,548,154,38,55
681,Queensway           ,Evening     ,2496,1033,1325,137,115,2,30,401,914,249,522,139,121,2
681,Queensway           ,Late        ,1392,411,408,572,576,0,141,183,115,55,161,80,80,0
681,Queensway           ,   Total day,12506,4349,6108,2049,1877,2,340,2223,3227,1506,2079,662,313,276
682,Ravenscourt Park    ,Early       ,68,0,0,68,68,0,0,0,0,0,0,0,0,0
682,Ravenscourt Park    ,AM peak     ,1860,614,1128,117,211,11,144,109,539,285,390,111,30,30
682,Ravenscourt Park    ,Midday      ,984,361,619,3,3,0,86,126,207,116,206,112,93,34
682,Ravenscourt Park    ,PM Peak     ,1180,591,486,103,98,0,88,242,275,144,190,87,22,35
682,Ravenscourt Park    ,Evening     ,734,152,439,144,136,0,7,35,218,84,228,0,15,13
682,Ravenscourt Park    ,Late        ,380,171,98,111,111,0,0,5,140,10,95,8,10,0
682,Ravenscourt Park    ,   Total day,5206,1889,2770,546,626,11,325,516,1378,640,1108,318,171,112
683,Rayners Lane        ,Early       ,59,0,0,59,59,0,0,0,0,0,0,0,0,0
683,Rayners Lane        ,AM peak     ,772,334,295,143,141,0,30,73,278,69,133,7,42,0
683,Rayners Lane        ,Midday      ,1347,457,759,131,161,0,239,49,123,192,181,99,163,140
683,Rayners Lane        ,PM Peak     ,2962,1363,1207,392,342,6,194,420,374,526,781,164,88,67
683,Rayners Lane        ,Evening     ,1471,697,632,142,121,0,36,134,488,312,304,50,27,0
683,Rayners Lane        ,Late        ,661,254,225,183,183,0,0,130,161,122,65,0,0,0
683,Rayners Lane        ,   Total day,7272,3105,3117,1049,1007,6,499,806,1424,1220,1464,319,319,208
684,Redbridge           ,Early       ,92,0,0,92,92,0,0,0,0,0,0,0,0,0
684,Redbridge           ,AM peak     ,234,58,123,53,53,0,16,3,68,40,53,0,0,0
684,Redbridge           ,Midday      ,798,262,393,143,2,0,25,155,0,38,204,247,126,0
684,Redbridge           ,PM Peak     ,1856,1153,703,0,11,0,46,412,253,226,662,149,86,11
684,Redbridge           ,Evening     ,1095,525,570,0,0,0,0,195,202,68,623,3,4,0
684,Redbridge           ,Late        ,404,348,5,50,50,0,0,0,5,248,42,6,52,0
684,Redbridge           ,   Total day,4479,2346,1795,338,209,0,87,765,529,621,1585,405,268,11
685,Regent's Park       ,Early       ,103,0,0,103,103,0,0,0,0,0,0,0,0,0
685,Regent's Park       ,AM peak     ,2574,765,1661,148,133,22,0,176,534,529,813,108,247,12
685,Regent's Park       ,Midday      ,2099,938,1084,76,61,0,78,118,305,307,687,79,155,308
685,Regent's Park       ,PM Peak     ,775,211,564,0,0,0,11,0,160,183,224,78,119,0
685,Regent's Park       ,Evening     ,259,48,199,12,12,0,0,55,62,23,80,14,13,0
685,Regent's Park       ,Late        ,113,79,26,7,7,0,0,19,6,57,1,0,19,3
685,Regent's Park       ,   Total day,5922,2041,3534,347,316,22,89,368,1067,1099,1806,279,553,323
686,Richmond            ,Early       ,365,0,0,365,365,0,0,0,0,0,0,0,0,0
686,Richmond            ,AM peak     ,5169,1670,2380,1120,1047,14,156,490,1420,974,651,234,53,130
686,Richmond            ,Midday      ,4425,1948,2382,94,105,3,272,568,605,699,957,448,310,458
686,Richmond            ,PM Peak     ,5179,2001,3149,29,25,80,141,248,1164,1067,1490,366,240,357
686,Richmond            ,Evening     ,1693,636,1045,11,11,0,21,201,253,400,702,60,18,26
686,Richmond            ,Late        ,775,171,282,323,323,0,17,13,197,47,91,33,48,6
686,Richmond            ,   Total day,17606,6426,9238,1942,1876,97,606,1521,3640,3187,3891,1141,668,977
687,Rickmansworth       ,Early       ,49,0,0,49,49,0,0,0,0,0,0,0,0,0
687,Rickmansworth       ,AM peak     ,962,369,463,130,130,0,0,144,242,195,209,33,10,0
687,Rickmansworth       ,Midday      ,464,260,204,0,47,35,11,2,10,75,174,57,5,49
687,Rickmansworth       ,PM Peak     ,1023,327,691,5,3,4,43,83,113,224,346,31,175,0
687,Rickmansworth       ,Evening     ,880,569,303,8,138,0,5,62,131,175,224,96,44,6
687,Rickmansworth       ,Late        ,413,102,87,223,231,0,0,0,51,38,91,0,0,2
687,Rickmansworth       ,   Total day,3792,1628,1748,416,599,40,59,290,546,706,1044,217,234,56
688,Roding Valley       ,Early       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Roding Valley       ,AM peak     ,20,1,19,0,0,0,1,0,0,0,0,19,0,0
688,Roding Valley       ,Midday      ,121,15,103,3,3,13,57,0,0,0,33,15,0,0
688,Roding Valley       ,PM Peak     ,311,101,210,0,27,1,3,0,31,0,162,41,25,20
688,Roding Valley       ,Evening     ,111,6,103,1,0,0,0,0,0,45,32,0,34,0
688,Roding Valley       ,Late        ,55,0,5,50,50,0,0,0,0,0,5,0,0,0
688,Roding Valley       ,   Total day,618,123,440,54,81,14,60,0,31,45,232,76,60,20
690,Royal Oak           ,Early       ,78,0,0,78,78,0,0,0,0,0,0,0,0,0
690,Royal Oak           ,AM peak     ,991,409,473,109,109,0,0,146,320,121,157,84,52,2
690,Royal Oak           ,Midday      ,830,347,463,19,19,0,63,171,214,35,228,16,79,4
690,Royal Oak           ,PM Peak     ,1118,349,563,207,178,0,37,35,366,86,399,12,4,1
690,Royal Oak           ,Evening     ,721,447,247,28,32,0,0,229,255,74,115,11,5,0
690,Royal Oak           ,Late        ,230,99,73,58,58,0,36,0,32,60,43,1,0,0
690,Royal Oak           ,   Total day,3969,1651,1818,500,475,0,136,581,1187,377,941,124,141,7
691,Ruislip             ,Early       ,45,0,3,42,42,0,0,0,3,0,0,0,0,0
691,Ruislip             ,AM peak     ,311,38,246,27,28,0,45,15,92,31,19,42,9,31
691,Ruislip             ,Midday      ,949,573,282,94,138,2,2,222,90,86,14,34,187,175
691,Ruislip             ,PM Peak     ,1281,555,721,5,21,6,0,318,165,217,434,34,32,54
691,Ruislip             ,Evening     ,505,338,162,5,5,0,0,40,101,134,183,31,11,0
691,Ruislip             ,Late        ,173,61,37,76,76,0,7,39,0,29,12,0,2,7
691,Ruislip             ,   Total day,3264,1564,1452,248,309,8,54,634,452,497,663,140,241,267
692,Ruislip Gardens     ,Early       ,16,0,0,16,16,0,0,0,0,0,0,0,0,0
692,Ruislip Gardens     ,AM peak     ,164,119,32,12,12,0,14,0,6,2,120,10,0,0
692,Ruislip Gardens     ,Midday      ,268,88,179,2,0,7,0,0,62,49,90,57,3,0
692,Ruislip Gardens     ,PM Peak     ,743,220,511,11,21,17,3,131,258,88,182,1,20,22
692,Ruislip Gardens     ,Evening     ,348,91,256,2,2,0,0,3,149,44,105,40,0,6
692,Ruislip Gardens     ,Late        ,117,57,53,7,7,0,0,0,94,13,3,0,0,0
692,Ruislip Gardens     ,   Total day,1656,575,1031,49,57,24,17,133,569,196,499,109,23,28
693,Ruislip Manor       ,Early       ,31,14,0,17,31,0,0,0,0,0,0,0,0,0
693,Ruislip Manor       ,AM peak     ,482,96,320,66,69,0,58,0,66,243,21,1,1,23
693,Ruislip Manor       ,Midday      ,746,339,272,134,105,0,63,3,33,39,329,60,93,20
693,Ruislip Manor       ,PM Peak     ,1383,559,629,195,189,0,197,141,132,252,350,74,19,29
693,Ruislip Manor       ,Evening     ,567,379,170,18,18,0,42,97,109,123,163,6,8,0
693,Ruislip Manor       ,Late        ,154,41,65,48,48,0,0,5,23,10,52,14,1,0
693,Ruislip Manor       ,   Total day,3362,1428,1455,478,460,0,361,246,363,668,916,155,123,72
694,Russell Square      ,Early       ,303,0,0,303,303,0,0,0,0,0,0,0,0,0
694,Russell Square      ,AM peak     ,5251,1485,3239,527,519,0,82,803,1161,1096,962,367,183,78
694,Russell Square      ,Midday      ,6778,2893,3786,98,60,11,477,1692,1141,918,1261,594,376,248
694,Russell Square      ,PM Peak     ,3558,1515,1845,198,144,0,144,775,561,673,857,66,40,298
694,Russell Square      ,Evening     ,1696,809,637,250,253,0,81,314,361,275,184,104,124,0
694,Russell Square      ,Late        ,1066,114,641,311,315,0,10,327,83,29,117,19,161,5
694,Russell Square      ,   Total day,18651,6816,10148,1687,1594,11,793,3910,3308,2992,3381,1149,884,629
698,Seven Sisters       ,Early       ,843,13,0,830,830,0,0,0,13,0,0,0,0,0
698,Seven Sisters       ,AM peak     ,6641,2618,3231,792,754,88,257,977,1718,1177,1232,382,53,2
698,Seven Sisters       ,Midday      ,9845,4158,4855,832,777,33,781,1829,2575,1050,1695,318,525,262
698,Seven Sisters       ,PM Peak     ,20701,7088,11160,2454,2334,30,715,4407,3851,3958,4669,615,74,49
698,Seven Sisters       ,Evening     ,10370,3329,6007,1034,1041,9,218,2720,2368,2157,1436,315,69,36
698,Seven Sisters       ,Late        ,5299,1820,1983,1496,1761,0,3,768,1701,518,495,30,22,2
698,Seven Sisters       ,   Total day,53700,19027,27236,7437,7498,160,1973,10702,12226,8860,9527,1660,743,351
700,Shepherd's Bush (Cen,Early       ,935,0,0,935,935,0,0,0,0,0,0,0,0,0
700,Shepherd's Bush (Cen,AM peak     ,6186,1688,3201,1298,1239,59,10,663,1542,1387,820,274,7,186
700,Shepherd's Bush (Cen,Midday      ,7917,3009,3850,1058,984,0,201,1479,1948,1186,1280,182,340,317
700,Shepherd's Bush (Cen,PM Peak     ,8861,3063,4813,984,988,15,157,1663,2958,1237,1271,363,79,130
700,Shepherd's Bush (Cen,Evening     ,5455,1574,3554,327,304,0,73,1055,2160,742,680,72,340,28
700,Shepherd's Bush (Cen,Late        ,2332,724,979,629,580,0,5,712,577,152,192,99,14,0
700,Shepherd's Bush (Cen,   Total day,31685,10058,16397,5230,5030,74,445,5572,9184,4704,4244,989,781,662
775,Shepherd's Bush Mark,Early       ,61,0,0,61,61,0,0,0,0,0,0,0,0,0
775,Shepherd's Bush Mark,AM peak     ,592,237,205,150,171,0,0,112,172,80,43,15,0,0
775,Shepherd's Bush Mark,Midday      ,1416,509,701,206,217,0,145,120,343,274,202,32,57,24
775,Shepherd's Bush Mark,PM Peak     ,1655,441,1191,22,17,5,0,246,608,347,346,73,0,15
775,Shepherd's Bush Mark,Evening     ,928,335,515,78,67,0,0,203,379,146,64,22,6,41
775,Shepherd's Bush Mark,Late        ,421,181,142,97,112,0,0,193,59,16,0,0,41,0
775,Shepherd's Bush Mark,   Total day,5073,1703,2754,615,645,5,145,874,1561,863,656,141,104,80
702,Sloane Square       ,Early       ,744,1,1,743,743,0,0,0,1,1,0,0,0,0
702,Sloane Square       ,AM peak     ,8349,2991,4194,1164,1057,89,122,704,2044,1257,1859,586,552,79
702,Sloane Square       ,Midday      ,8276,2946,5125,205,278,2,44,1178,1569,1239,1919,828,584,634
702,Sloane Square       ,PM Peak     ,6182,1918,3777,487,516,16,34,352,1329,1142,1722,172,629,270
702,Sloane Square       ,Evening     ,2710,1138,1443,129,135,0,0,124,619,544,821,249,196,22
702,Sloane Square       ,Late        ,768,356,126,286,286,0,3,25,73,119,115,67,38,42
702,Sloane Square       ,   Total day,27030,9350,14665,3015,3016,107,204,2383,5634,4302,6435,1903,1999,1047
703,Snaresbrook         ,Early       ,23,0,0,23,23,0,0,0,0,0,0,0,0,0
703,Snaresbrook         ,AM peak     ,576,233,293,50,50,0,3,0,152,163,107,30,69,0
703,Snaresbrook         ,Midday      ,719,308,322,89,1,0,80,111,56,22,297,83,46,22
703,Snaresbrook         ,PM Peak     ,1402,604,796,3,3,0,121,53,234,342,564,29,37,19
703,Snaresbrook         ,Evening     ,917,141,650,127,80,0,0,233,245,134,159,15,46,5
703,Snaresbrook         ,Late        ,362,60,145,158,140,0,0,23,2,20,150,7,22,0
703,Snaresbrook         ,   Total day,3999,1345,2205,449,297,0,205,419,688,680,1277,165,221,47
704,South Ealing        ,Early       ,75,0,0,75,75,0,0,0,0,0,0,0,0,0
704,South Ealing        ,AM peak     ,802,272,403,127,117,0,46,126,210,69,137,10,0,86
704,South Ealing        ,Midday      ,1177,432,659,86,96,25,29,279,120,173,215,89,144,7
704,South Ealing        ,PM Peak     ,1806,662,1143,1,8,0,61,147,284,594,553,35,17,107
704,South Ealing        ,Evening     ,1197,385,780,31,14,0,0,229,308,214,393,21,15,2
704,South Ealing        ,Late        ,646,318,176,153,155,0,0,159,119,88,122,2,2,0
704,South Ealing        ,   Total day,5703,2069,3161,473,465,25,136,941,1042,1137,1419,157,179,203
707,South Harrow        ,Early       ,69,1,0,69,69,0,0,0,0,1,0,0,0,0
707,South Harrow        ,AM peak     ,483,155,241,87,87,7,11,61,169,35,75,5,8,27
707,South Harrow        ,Midday      ,761,302,416,42,42,0,61,22,159,33,206,69,22,145
707,South Harrow        ,PM Peak     ,1739,562,1143,34,29,0,107,112,458,381,458,111,13,70
707,South Harrow        ,Evening     ,712,240,417,55,37,0,0,101,305,74,142,2,13,38
707,South Harrow        ,Late        ,300,78,101,121,91,0,0,59,53,41,38,0,6,11
707,South Harrow        ,   Total day,4065,1339,2318,409,355,7,180,355,1145,564,919,187,62,292
708,South Kensington    ,Early       ,924,0,0,924,923,0,0,0,0,0,1,0,0,0
708,South Kensington    ,AM peak     ,15674,5765,8235,1674,1484,157,396,2378,3861,2834,2943,991,415,215
708,South Kensington    ,Midday      ,18766,8924,9384,458,732,0,949,3367,2772,2049,3811,2058,1498,1530
708,South Kensington    ,PM Peak     ,9371,4042,5046,283,307,10,624,1428,2202,1650,1623,569,662,297
708,South Kensington    ,Evening     ,4153,1599,2334,220,230,1,222,731,1378,682,587,255,36,30
708,South Kensington    ,Late        ,1498,285,684,529,414,0,158,254,285,129,171,7,26,53
708,South Kensington    ,   Total day,50387,20615,25684,4087,4090,168,2350,8159,10498,7345,9135,3881,2637,2125
709,South Kenton        ,Early       ,3,0,0,3,3,0,0,0,0,0,0,0,0,0
709,South Kenton        ,AM peak     ,194,114,70,10,10,0,0,0,116,0,18,0,51,0
709,South Kenton        ,Midday      ,245,99,144,2,0,0,15,0,0,7,150,7,0,67
709,South Kenton        ,PM Peak     ,368,156,124,88,97,0,0,51,42,61,117,1,0,0
709,South Kenton        ,Evening     ,222,123,94,5,5,0,0,6,14,123,27,0,46,0
709,South Kenton        ,Late        ,225,0,105,121,121,0,0,16,21,14,53,0,0,0
709,South Kenton        ,   Total day,1258,491,537,230,236,0,15,73,193,205,365,8,97,67
710,South Ruislip       ,Early       ,22,0,0,22,22,0,0,0,0,0,0,0,0,0
710,South Ruislip       ,AM peak     ,363,102,226,35,42,1,0,46,144,13,65,52,0,0
710,South Ruislip       ,Midday      ,405,113,288,4,4,0,0,34,28,93,134,19,28,66
710,South Ruislip       ,PM Peak     ,1038,585,394,59,59,0,0,32,264,273,374,13,6,17
710,South Ruislip       ,Evening     ,530,129,381,19,13,0,0,59,203,88,143,20,3,0
710,South Ruislip       ,Late        ,229,103,103,23,23,2,0,0,9,110,64,22,0,0
710,South Ruislip       ,   Total day,2587,1032,1393,161,162,3,0,171,647,578,780,126,37,83
711,South Wimbledon     ,Early       ,148,0,0,148,148,0,0,0,0,0,0,0,0,0
711,South Wimbledon     ,AM peak     ,1479,362,716,401,239,0,56,103,242,347,384,84,24,0
711,South Wimbledon     ,Midday      ,1381,742,626,13,12,0,107,74,370,380,251,112,61,14
711,South Wimbledon     ,PM Peak     ,2315,815,1483,17,0,0,0,283,662,359,724,112,157,17
711,South Wimbledon     ,Evening     ,1390,571,797,22,23,0,23,242,558,163,158,97,121,6
